timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
117148000,1,0,1,0,0,0,0,0
117652000,1,0,1,0,0,0,0,0
118156000,1,0,1,0,0,0,0,0
118660000,1,0,1,0,0,0,0,0
119168000,1,0,1,0,0,0,0,0
119672000,1,0,1,0,0,0,0,0
120176000,1,0,1,0,0,0,0,0
120680000,1,0,1,0,0,0,0,0
121184000,1,0,1,0,0,0,0,0
121688000,1,0,1,0,0,0,0,0
122192000,1,0,1,0,0,0,0,0
122696000,1,0,1,0,0,0,0,0
123200000,1,0,1,0,0,0,0,0
123704000,1,0,1,0,0,0,0,0
124208000,1,0,1,0,0,0,0,0
124712000,1,0,1,0,0,0,0,0
125216000,1,0,1,0,0,0,0,0
125720000,1,0,1,0,0,0,0,0
126224000,1,0,1,0,0,0,0,0
126728000,1,0,1,0,0,0,0,0
127232000,1,0,1,0,0,0,0,0
127736000,1,0,1,0,0,0,0,0
128240000,1,0,1,0,0,0,0,0
128744000,1,0,1,0,0,0,0,0
129248000,1,0,1,0,0,0,0,0
129752000,1,0,1,0,0,0,0,0
130256000,1,0,1,0,0,0,0,0
130760000,1,0,1,0,0,0,0,0
131264000,1,0,1,0,0,0,0,0
131768000,1,0,1,0,0,0,0,0
132272000,1,0,1,0,0,0,0,0
132780000,1,0,1,0,0,0,0,0
133284000,1,0,1,0,0,0,0,0
133788000,1,0,1,0,0,0,0,0
134292000,1,0,1,0,0,0,0,0
134800000,1,0,1,0,0,0,0,0
135304000,1,0,1,0,0,0,0,0
135808000,1,0,1,0,0,0,0,0
136312000,1,0,1,0,0,0,0,0
136816000,1,0,1,0,0,0,0,0
137320000,1,0,1,0,0,0,0,0
137824000,1,0,1,0,0,0,0,0
138328000,1,0,1,0,0,0,0,0
138832000,1,0,1,0,0,0,0,0
139340000,1,0,1,0,0,0,0,0
139844000,1,0,1,0,0,0,0,0
140348000,1,0,1,0,0,0,0,0
140852000,1,0,1,0,0,0,0,0
141356000,1,0,1,0,0,0,0,0
141860000,1,0,1,0,0,0,0,0
142364000,1,0,1,0,0,0,0,0
142868000,1,0,1,0,0,0,0,0
143372000,1,0,1,0,0,0,0,0
143876000,1,0,1,0,0,0,0,0
144380000,1,0,1,0,0,0,0,0
144884000,1,0,1,0,0,0,0,0
145388000,1,0,1,0,0,0,0,0
145892000,1,0,1,0,0,0,0,0
146396000,1,0,1,0,0,0,0,0
146900000,1,0,1,0,0,0,0,0
147404000,1,0,1,0,0,0,0,0
147908000,1,0,1,0,0,0,0,0
148412000,1,0,1,0,0,0,0,0
148916000,1,0,1,0,0,0,0,0
149420000,1,0,1,0,0,0,0,0
149924000,1,0,1,0,0,0,0,0
150428000,1,0,1,0,0,0,0,0
150932000,1,0,1,0,0,0,0,0
151436000,1,0,1,0,0,0,0,0
151940000,1,0,1,0,0,0,0,0
152444000,1,0,1,0,0,0,0,0
152948000,1,0,1,0,0,0,0,0
153456000,1,0,1,0,0,0,0,0
153960000,1,0,1,0,0,0,0,0
154464000,1,0,1,0,0,0,0,0
154968000,1,0,1,0,0,0,0,0
155472000,1,0,1,0,0,0,0,0
155976000,1,0,1,0,0,0,0,0
156480000,1,0,1,0,0,0,0,0
156984000,1,0,1,0,0,0,0,0
157488000,1,0,1,0,0,0,0,0
157992000,1,0,1,0,0,0,0,0
158496000,1,0,1,0,0,0,0,0
159000000,1,0,1,0,0,0,0,0
159504000,1,0,1,0,0,0,0,0
160008000,1,0,1,0,0,0,0,0
160516000,1,0,1,0,0,0,0,0
161020000,1,0,1,0,0,0,0,0
161528000,1,0,1,0,0,0,0,0
162032000,1,0,1,0,0,0,0,0
162536000,1,0,1,0,0,0,0,0
163040000,1,0,1,0,0,0,0,0
163544000,1,0,1,0,0,0,0,0
164048000,1,0,1,0,0,0,0,0
164552000,1,0,1,0,0,0,0,0
165056000,1,0,1,0,0,0,0,0
165560000,1,0,1,0,0,0,0,0
166064000,1,0,1,0,0,0,0,0
166568000,1,0,1,0,0,0,0,0
167072000,1,0,1,0,0,0,0,0
167576000,1,0,1,0,0,0,0,0
168080000,1,0,1,0,0,0,0,0
168584000,1,0,1,0,0,0,0,0
169088000,1,0,1,0,0,0,0,0
169592000,1,0,1,0,0,0,0,0
170096000,1,0,1,0,0,0,0,0
170600000,1,0,1,0,0,0,0,0
171108000,1,0,1,0,0,0,0,0
171612000,1,0,1,0,0,0,0,0
172116000,1,0,1,0,0,0,0,0
172620000,1,0,1,0,0,0,0,0
173124000,1,0,1,0,0,0,0,0
173628000,1,0,1,0,0,0,0,0
174132000,1,0,1,0,0,0,0,0
174636000,1,0,1,0,0,0,0,0
175140000,1,0,1,0,0,0,0,0
175644000,1,0,1,0,0,0,0,0
176148000,1,0,1,0,0,0,0,0
176652000,1,0,1,0,0,0,0,0
177156000,1,0,1,0,0,0,0,0
177660000,1,0,1,0,0,0,0,0
178164000,1,0,1,0,0,0,0,0
178668000,1,0,1,0,0,0,0,0
179172000,1,0,1,0,0,0,0,0
179676000,1,0,1,0,0,0,0,0
180180000,1,0,1,0,0,0,0,0
180684000,1,0,1,0,0,0,0,0
181188000,1,0,1,0,0,0,0,0
181692000,1,0,1,0,0,0,0,0
182196000,1,0,1,0,0,0,0,0
182700000,1,0,1,0,0,0,0,0
183204000,1,0,1,0,0,0,0,0
183708000,1,0,1,0,0,0,0,0
184212000,1,0,1,0,0,0,0,0
184716000,1,0,1,0,0,0,0,0
185220000,1,0,1,0,0,0,0,0
185724000,1,0,1,0,0,0,0,0
186228000,1,0,1,0,0,0,0,0
186732000,1,0,1,0,0,0,0,0
187236000,1,0,1,0,0,0,0,0
187740000,1,0,1,0,0,0,0,0
188244000,1,0,1,0,0,0,0,0
188748000,1,0,1,0,0,0,0,0
189248000,1,0,1,0,0,0,0,0
189752000,1,0,1,0,0,0,0,0
190256000,1,0,1,0,0,0,0,0
190760000,1,0,1,0,0,0,0,0
191264000,1,0,1,0,0,0,0,0
191768000,1,0,1,0,0,0,0,0
192272000,1,0,1,0,0,0,0,0
192776000,1,0,1,0,0,0,0,0
193280000,1,0,1,0,0,0,0,0
193784000,1,0,1,0,0,0,0,0
194288000,1,0,1,0,0,0,0,0
194792000,1,0,1,0,0,0,0,0
195296000,1,0,1,0,0,0,0,0
195800000,1,0,1,0,0,0,0,0
196304000,1,0,1,0,0,0,0,0
196808000,1,0,1,0,0,0,0,0
197312000,1,0,1,0,0,0,0,0
197816000,1,0,1,0,0,0,0,0
198320000,1,0,1,0,0,0,0,0
198824000,1,0,1,0,0,0,0,0
199328000,1,0,1,0,0,0,0,0
199832000,1,0,1,0,0,0,0,0
200336000,1,0,1,0,0,0,0,0
200840000,1,0,1,0,0,0,0,0
201344000,1,0,1,0,0,0,0,0
201848000,1,0,1,0,0,0,0,0
202352000,1,0,1,0,0,0,0,0
202856000,1,0,1,0,0,0,0,0
203360000,1,0,1,0,0,0,0,0
203864000,1,0,1,0,0,0,0,0
204368000,1,0,1,0,0,0,0,0
204872000,1,0,1,0,0,0,0,0
205376000,1,0,1,0,0,0,0,0
205880000,1,0,1,0,0,0,0,0
206384000,1,0,1,0,0,0,0,0
206888000,1,0,1,0,0,0,0,0
207392000,1,0,1,0,0,0,0,0
207896000,1,0,1,0,0,0,0,0
208400000,1,0,1,0,0,0,0,0
208904000,1,0,1,0,0,0,0,0
209408000,1,0,1,0,0,0,0,0
209912000,1,0,1,0,0,0,0,0
210416000,1,0,1,0,0,0,0,0
210920000,1,0,1,0,0,0,0,0
211424000,1,0,1,0,0,0,0,0
211928000,1,0,1,0,0,0,0,0
212432000,1,0,1,0,0,0,0,0
212936000,1,0,1,0,0,0,0,0
213440000,1,0,1,0,0,0,0,0
213944000,1,0,1,0,0,0,0,0
214448000,1,0,1,0,0,0,0,0
214952000,1,0,1,0,0,0,0,0
215456000,1,0,1,0,0,0,0,0
215960000,1,0,1,0,0,0,0,0
216464000,1,0,1,0,0,0,0,0
216968000,1,0,1,0,0,0,0,0
217472000,1,0,1,0,0,0,0,0
217976000,1,0,1,0,0,0,0,0
218480000,1,0,1,0,0,0,0,0
218984000,1,0,1,0,0,0,0,0
219488000,1,0,1,0,0,0,0,0
219992000,1,0,1,0,0,0,0,0
220496000,1,0,1,0,0,0,0,0
221000000,1,0,1,0,0,0,0,0
221504000,1,0,1,0,0,0,0,0
222008000,1,0,1,0,0,0,0,0
222512000,1,0,1,0,0,0,0,0
223020000,1,0,1,0,0,0,0,0
223524000,1,0,1,0,0,0,0,0
224028000,1,0,1,0,0,0,0,0
224536000,1,0,1,0,0,0,0,0
225040000,1,0,1,0,0,0,0,0
225544000,1,0,1,0,0,0,0,0
226048000,1,0,1,0,0,0,0,0
226556000,1,0,1,0,0,0,0,0
227060000,1,0,1,0,0,0,0,0
227564000,1,0,1,0,0,0,0,0
228068000,1,0,1,0,0,0,0,0
228572000,1,0,1,0,0,0,0,0
229076000,1,0,1,0,0,0,0,0
229580000,1,0,1,0,0,0,0,0
230084000,1,0,1,0,0,0,0,0
230588000,1,0,1,0,0,0,0,0
231092000,1,0,1,0,0,0,0,0
231596000,1,0,1,0,0,0,0,0
232100000,1,0,1,0,0,0,0,0
232604000,1,0,1,0,0,0,0,0
233108000,1,0,1,0,0,0,0,0
233612000,1,0,1,0,0,0,0,0
234116000,1,0,1,0,0,0,0,0
234392000,0,0,1,0,0,0,0,0
234896000,0,0,1,0,0,0,0,0
