timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
47072000,1,1,1,0,0,1,1,0,1,1,1,1,0
47576000,1,1,1,0,0,1,1,0,1,1,1,1,0
48080000,1,1,1,0,0,1,1,0,1,1,1,1,0
48584000,1,1,1,0,0,1,1,0,1,1,1,1,0
49088000,1,1,1,0,0,1,1,0,1,1,1,1,0
49592000,1,1,1,0,0,1,1,0,1,1,1,1,0
50096000,1,1,1,0,0,1,1,0,1,1,1,1,0
50600000,1,1,1,0,0,1,1,0,1,1,1,1,0
51104000,1,1,1,0,0,1,1,0,1,1,1,1,0
51608000,1,1,1,0,0,1,1,0,1,1,1,1,0
52112000,1,1,1,0,0,1,1,0,1,1,1,1,0
52616000,1,1,1,0,0,1,1,0,1,1,1,1,0
53120000,1,1,1,0,0,1,1,0,1,1,1,1,0
53624000,1,1,1,0,0,1,1,0,1,1,1,1,0
54128000,1,1,1,0,0,1,1,0,1,1,1,1,0
54632000,1,1,1,0,0,1,1,0,1,1,1,1,0
55136000,1,1,1,0,0,1,1,0,1,1,1,1,0
55640000,1,1,1,0,0,1,1,0,1,1,1,1,0
56144000,1,1,1,0,0,1,1,0,1,1,1,1,0
56648000,1,1,1,0,0,1,1,0,1,1,1,1,0
57152000,1,1,1,0,0,1,1,0,1,1,1,1,0
57656000,1,1,1,0,0,1,1,0,1,1,1,1,0
58160000,1,1,1,0,0,1,1,0,1,1,1,1,0
58664000,1,1,1,0,0,1,1,0,1,1,1,1,0
59168000,1,1,1,0,0,1,1,0,1,1,1,1,0
59672000,1,1,1,0,0,1,1,0,1,1,1,1,0
60176000,1,1,1,0,0,1,1,0,1,1,1,1,0
60680000,1,1,1,0,0,1,1,0,1,1,1,1,0
61184000,1,1,1,0,0,1,1,0,1,1,1,1,0
61688000,1,1,1,0,0,1,1,0,1,1,1,1,0
62192000,1,1,1,0,0,1,1,0,1,1,1,1,0
62696000,1,1,1,0,0,1,1,0,1,1,1,1,0
63200000,1,1,1,0,0,1,1,0,1,1,1,1,0
63704000,1,1,1,0,0,1,1,0,1,1,1,1,0
64208000,1,1,1,0,0,1,1,0,1,1,1,1,0
64712000,1,1,1,0,0,1,1,0,1,1,1,1,0
65216000,1,1,1,0,0,1,1,0,1,1,1,1,0
65720000,1,1,1,0,0,1,1,0,1,1,1,1,0
66224000,1,1,1,0,0,1,1,0,1,1,1,1,0
66728000,1,1,1,0,0,1,1,0,1,1,1,1,0
67232000,1,1,1,0,0,1,1,0,1,1,1,1,0
67740000,1,1,1,0,0,1,1,0,1,1,1,1,0
68244000,1,1,1,0,0,1,1,0,1,1,1,1,0
68748000,1,1,1,0,0,1,1,0,1,1,1,1,0
69252000,1,1,1,0,0,1,1,0,1,1,1,1,0
69756000,1,1,1,0,0,1,1,0,1,1,1,1,0
70260000,1,1,1,0,0,1,1,0,1,1,1,1,0
70764000,1,1,1,0,0,1,1,0,1,1,1,1,0
71268000,1,1,1,0,0,1,1,0,1,1,1,1,0
71772000,1,1,1,0,0,1,1,0,1,1,1,1,0
72280000,1,1,1,0,0,1,1,0,1,1,1,1,0
72784000,1,1,1,0,0,1,1,0,1,1,1,1,0
73288000,1,1,1,0,0,1,1,0,1,1,1,1,0
73792000,1,1,1,0,0,1,1,0,1,1,1,1,0
74296000,1,1,1,0,0,1,1,0,1,1,1,1,0
74800000,1,1,1,0,0,1,1,0,1,1,1,1,0
75304000,1,1,1,0,0,1,1,0,1,1,1,1,0
75808000,1,1,1,0,0,1,1,0,1,1,1,1,0
76312000,1,1,1,0,0,1,1,0,1,1,1,1,0
76816000,1,1,1,0,0,1,1,0,1,1,1,1,0
77320000,1,1,1,0,0,1,1,0,1,1,1,1,0
77824000,1,1,1,0,0,1,1,0,1,1,1,1,0
78328000,1,1,1,0,0,1,1,0,1,1,1,1,0
78832000,1,1,1,0,0,1,1,0,1,1,1,1,0
79336000,1,1,1,0,0,1,1,0,1,1,1,1,0
79840000,1,1,1,0,0,1,1,0,1,1,1,1,0
80344000,1,1,1,0,0,1,1,0,1,1,1,1,0
80848000,1,1,1,0,0,1,1,0,1,1,1,1,0
81352000,1,1,1,0,0,1,1,0,1,1,1,1,0
81856000,1,1,1,0,0,1,1,0,1,1,1,1,0
82360000,1,1,1,0,0,1,1,0,1,1,1,1,0
82864000,1,1,1,0,0,1,1,0,1,1,1,1,0
83368000,1,1,1,0,0,1,1,0,1,1,1,1,0
83876000,1,1,1,0,0,1,1,0,1,1,1,1,0
84380000,1,1,1,0,0,1,1,0,1,1,1,1,0
84884000,1,1,1,0,0,1,1,0,1,1,1,1,0
85388000,1,1,1,0,0,1,1,0,1,1,1,1,0
85892000,1,1,1,0,0,1,1,0,1,1,1,1,0
86396000,1,1,1,0,0,1,1,0,1,1,1,1,0
86900000,1,1,1,0,0,1,1,0,1,1,1,1,0
87404000,1,1,1,0,0,1,1,0,1,1,1,1,0
87908000,1,1,1,0,0,1,1,0,1,1,1,1,0
88412000,1,1,1,0,0,1,1,0,1,1,1,1,0
88916000,1,1,1,0,0,1,1,0,1,1,1,1,0
89424000,1,1,1,0,0,1,1,0,1,1,1,1,0
89928000,1,1,1,0,0,1,1,0,1,1,1,1,0
90432000,1,1,1,0,0,1,1,0,1,1,1,1,0
90936000,1,1,1,0,0,1,1,0,1,1,1,1,0
91440000,1,1,1,0,0,1,1,0,1,1,1,1,0
91944000,1,1,1,0,0,1,1,0,1,1,1,1,0
92448000,1,1,1,0,0,1,1,0,1,1,1,1,0
92952000,1,1,1,0,0,1,1,0,1,1,1,1,0
93456000,1,1,1,0,0,1,1,0,1,1,1,1,0
93960000,1,1,1,0,0,1,1,0,1,1,1,1,0
94464000,1,1,1,0,0,1,1,0,1,1,1,1,0
94968000,1,1,1,0,0,1,1,0,1,1,1,1,0
95472000,1,1,1,0,0,1,1,0,1,1,1,1,0
95976000,1,1,1,0,0,1,1,0,1,1,1,1,0
96480000,1,1,1,0,0,1,1,0,1,1,1,1,0
96984000,1,1,1,0,0,1,1,0,1,1,1,1,0
97488000,1,1,1,0,0,1,1,0,1,1,1,1,0
97992000,1,1,1,0,0,1,1,0,1,1,1,1,0
98496000,1,1,1,0,0,1,1,0,1,1,1,1,0
99000000,1,1,1,0,0,1,1,0,1,1,1,1,0
99504000,1,1,1,0,0,1,1,0,1,1,1,1,0
100008000,1,1,1,0,0,1,1,0,1,1,1,1,0
100512000,1,1,1,0,0,1,1,0,1,1,1,1,0
101016000,1,1,1,0,0,1,1,0,1,1,1,1,0
101520000,1,1,1,0,0,1,1,0,1,1,1,1,0
102024000,1,1,1,0,0,1,1,0,1,1,1,1,0
102532000,1,1,1,0,0,1,1,0,1,1,1,1,0
103036000,1,1,1,0,0,1,1,0,1,1,1,1,0
103540000,1,1,1,0,0,1,1,0,1,1,1,1,0
104044000,1,1,1,0,0,1,1,0,1,1,1,1,0
104548000,1,1,1,0,0,1,1,0,1,1,1,1,0
105052000,1,1,1,0,0,1,1,0,1,1,1,1,0
105556000,1,1,1,0,0,1,1,0,1,1,1,1,0
106064000,1,1,1,0,0,1,1,0,1,1,1,1,0
106568000,1,1,1,0,0,1,1,0,1,1,1,1,0
107072000,1,1,1,0,0,1,1,0,1,1,1,1,0
107572000,1,1,1,0,0,1,1,0,1,1,1,1,0
108076000,1,1,1,0,0,1,1,0,1,1,1,1,0
108580000,1,1,1,0,0,1,1,0,1,1,1,1,0
109084000,1,1,1,0,0,1,1,0,1,1,1,1,0
109588000,1,1,1,0,0,1,1,0,1,1,1,1,0
110092000,1,1,1,0,0,1,1,0,1,1,1,1,0
110596000,1,1,1,0,0,1,1,0,1,1,1,1,0
111100000,1,1,1,0,0,1,1,0,1,1,1,1,0
111604000,1,1,1,0,0,1,1,0,1,1,1,1,0
112108000,1,1,1,0,0,1,1,0,1,1,1,1,0
112612000,1,1,1,0,0,1,1,0,1,1,1,1,0
113116000,1,1,1,0,0,1,1,0,1,1,1,1,0
113620000,1,1,1,0,0,1,1,0,1,1,1,1,0
114124000,1,1,1,0,0,1,1,0,1,1,1,1,0
114628000,1,1,1,0,0,1,1,0,1,1,1,1,0
115132000,1,1,1,0,0,1,1,0,1,1,1,1,0
115636000,1,1,1,0,0,1,1,0,1,1,1,1,0
116140000,1,1,1,0,0,1,1,0,1,1,1,1,0
116644000,1,1,1,0,0,1,1,0,1,1,1,1,0
117148000,1,1,1,0,0,1,1,0,1,1,1,1,0
117652000,1,1,1,0,0,1,1,0,1,1,1,1,0
118156000,1,1,1,0,0,1,1,0,1,1,1,1,0
118660000,1,1,1,0,0,1,1,0,1,1,1,1,0
119168000,1,1,1,0,0,1,1,0,1,1,1,1,0
119672000,1,1,1,0,0,1,1,0,1,1,1,1,0
120176000,1,1,1,0,0,1,1,0,1,1,1,1,0
120680000,1,1,1,0,0,1,1,0,1,1,1,1,0
121184000,1,1,1,0,0,1,1,0,1,1,1,1,0
121688000,1,1,1,0,0,1,1,0,1,1,1,1,0
122192000,1,1,1,0,0,1,1,0,1,1,1,1,0
122696000,1,1,1,0,0,1,1,0,1,1,1,1,0
123200000,1,1,1,0,0,1,1,0,1,1,1,1,0
123704000,1,1,1,0,0,1,1,0,1,1,1,1,0
124208000,1,1,1,0,0,1,1,0,1,1,1,1,0
124712000,1,1,1,0,0,1,1,0,1,1,1,1,0
125216000,1,1,1,0,0,1,1,0,1,1,1,1,0
125720000,1,1,1,0,0,1,1,0,1,1,1,1,0
126224000,1,1,1,0,0,1,1,0,1,1,1,1,0
126728000,1,1,1,0,0,1,1,0,1,1,1,1,0
127232000,1,1,1,0,0,1,1,0,1,1,1,1,0
127736000,1,1,1,0,0,1,1,0,1,1,1,1,0
128240000,1,1,1,0,0,1,1,0,1,1,1,1,0
128744000,1,1,1,0,0,1,1,0,1,1,1,1,0
129248000,1,1,1,0,0,1,1,0,1,1,1,1,0
129752000,1,1,1,0,0,1,1,0,1,1,1,1,0
130256000,1,1,1,0,0,1,1,0,1,1,1,1,0
130760000,1,1,1,0,0,1,1,0,1,1,1,1,0
131264000,1,1,1,0,0,1,1,0,1,1,1,1,0
131768000,1,1,1,0,0,1,1,0,1,1,1,1,0
132272000,1,1,1,0,0,1,1,0,1,1,1,1,0
132780000,1,1,1,0,0,1,1,0,1,1,1,1,0
133284000,1,1,1,0,0,1,1,0,1,1,1,1,0
133788000,1,1,1,0,0,1,1,0,1,1,1,1,0
134292000,1,1,1,0,0,1,1,0,1,1,1,1,0
134800000,1,1,1,0,0,1,1,0,1,1,1,1,0
135304000,1,1,1,0,0,1,1,0,1,1,1,1,0
135808000,1,1,1,0,0,1,1,0,1,1,1,1,0
136312000,1,1,1,0,0,1,1,0,1,1,1,1,0
136816000,1,1,1,0,0,1,1,0,1,1,1,1,0
137320000,1,1,1,0,0,1,1,0,1,1,1,1,0
137824000,1,1,1,0,0,1,1,0,1,1,1,1,0
138328000,1,1,1,0,0,1,1,0,1,1,1,1,0
138832000,1,1,1,0,0,1,1,0,1,1,1,1,0
139340000,1,1,1,0,0,1,1,0,1,1,1,1,0
139844000,1,1,1,0,0,1,1,0,1,1,1,1,0
140348000,1,1,1,0,0,1,1,0,1,1,1,1,0
140852000,1,1,1,0,0,1,1,0,1,1,1,1,0
141356000,1,1,1,0,0,1,1,0,1,1,1,1,0
141860000,1,1,1,0,0,1,1,0,1,1,1,1,0
142364000,1,1,1,0,0,1,1,0,1,1,1,1,0
142868000,1,1,1,0,0,1,1,0,1,1,1,1,0
143372000,1,1,1,0,0,1,1,0,1,1,1,1,0
143876000,1,1,1,0,0,1,1,0,1,1,1,1,0
144380000,1,1,1,0,0,1,1,0,1,1,1,1,0
144884000,1,1,1,0,0,1,1,0,1,1,1,1,0
145388000,1,1,1,0,0,1,1,0,1,1,1,1,0
145892000,1,1,1,0,0,1,1,0,1,1,1,1,0
146396000,1,1,1,0,0,1,1,0,1,1,1,1,0
146900000,1,1,1,0,0,1,1,0,1,1,1,1,0
147404000,1,1,1,0,0,1,1,0,1,1,1,1,0
147908000,1,1,1,0,0,1,1,0,1,1,1,1,0
148412000,1,1,1,0,0,1,1,0,1,1,1,1,0
148916000,1,1,1,0,0,1,1,0,1,1,1,1,0
149420000,1,1,1,0,0,1,1,0,1,1,1,1,0
149924000,1,1,1,0,0,1,1,0,1,1,1,1,0
150428000,1,1,1,0,0,1,1,0,1,1,1,1,0
150932000,1,1,1,0,0,1,1,0,1,1,1,1,0
151436000,1,1,1,0,0,1,1,0,1,1,1,1,0
151940000,1,1,1,0,0,1,1,0,1,1,1,1,0
152444000,1,1,1,0,0,1,1,0,1,1,1,1,0
152948000,1,1,1,0,0,1,1,0,1,1,1,1,0
153456000,1,1,1,0,0,1,1,0,1,1,1,1,0
153960000,1,1,1,0,0,1,1,0,1,1,1,1,0
154464000,1,1,1,0,0,1,1,0,1,1,1,1,0
154968000,1,1,1,0,0,1,1,0,1,1,1,1,0
155472000,1,1,1,0,0,1,1,0,1,1,1,1,0
155976000,1,1,1,0,0,1,1,0,1,1,1,1,0
156480000,1,1,1,0,0,1,1,0,1,1,1,1,0
156984000,1,1,1,0,0,1,1,0,1,1,1,1,0
157488000,1,1,1,0,0,1,1,0,1,1,1,1,0
157992000,1,1,1,0,0,1,1,0,1,1,1,1,0
158496000,1,1,1,0,0,1,1,0,1,1,1,1,0
159000000,1,1,1,0,0,1,1,0,1,1,1,1,0
159504000,1,1,1,0,0,1,1,0,1,1,1,1,0
160008000,1,1,1,0,0,1,1,0,1,1,1,1,0
160516000,1,1,1,0,0,1,1,0,1,1,1,1,0
161020000,1,1,1,0,0,1,1,0,1,1,1,1,0
161528000,1,1,1,0,0,1,1,0,1,1,1,1,0
162032000,1,1,1,0,0,1,1,0,1,1,1,1,0
162536000,1,1,1,0,0,1,1,0,1,1,1,1,0
163040000,1,1,1,0,0,1,1,0,1,1,1,1,0
163544000,1,1,1,0,0,1,1,0,1,1,1,1,0
164048000,1,1,1,0,0,1,1,0,1,1,1,1,0
164552000,1,1,1,0,0,1,1,0,1,1,1,1,0
165056000,1,1,1,0,0,1,1,0,1,1,1,1,0
165560000,1,1,1,0,0,1,1,0,1,1,1,1,0
166064000,1,1,1,0,0,1,1,0,1,1,1,1,0
166568000,1,1,1,0,0,1,1,0,1,1,1,1,0
167072000,1,1,1,0,0,1,1,0,1,1,1,1,0
167576000,1,1,1,0,0,1,1,0,1,1,1,1,0
168080000,1,1,1,0,0,1,1,0,1,1,1,1,0
168584000,1,1,1,0,0,1,1,0,1,1,1,1,0
169088000,1,1,1,0,0,1,1,0,1,1,1,1,0
169592000,1,1,1,0,0,1,1,0,1,1,1,1,0
170096000,1,1,1,0,0,1,1,0,1,1,1,1,0
170600000,1,1,1,0,0,1,1,0,1,1,1,1,0
171108000,1,1,1,0,0,1,1,0,1,1,1,1,0
171612000,1,1,1,0,0,1,1,0,1,1,1,1,0
172116000,1,1,1,0,0,1,1,0,1,1,1,1,0
172620000,1,1,1,0,0,1,1,0,1,1,1,1,0
173124000,1,1,1,0,0,1,1,0,1,1,1,1,0
173628000,1,1,1,0,0,1,1,0,1,1,1,1,0
174132000,1,1,1,0,0,1,1,0,1,1,1,1,0
174636000,1,1,1,0,0,1,1,0,1,1,1,1,0
175140000,1,1,1,0,0,1,1,0,1,1,1,1,0
175644000,1,1,1,0,0,1,1,0,1,1,1,1,0
176148000,1,1,1,0,0,1,1,0,1,1,1,1,0
176652000,1,1,1,0,0,1,1,0,1,1,1,1,0
177156000,1,1,1,0,0,1,1,0,1,1,1,1,0
177660000,1,1,1,0,0,1,1,0,1,1,1,1,0
178164000,1,1,1,0,0,1,1,0,1,1,1,1,0
178668000,1,1,1,0,0,1,1,0,1,1,1,1,0
179172000,1,1,1,0,0,1,1,0,1,1,1,1,0
179676000,1,1,1,0,0,1,1,0,1,1,1,1,0
180180000,1,1,1,0,0,1,1,0,1,1,1,1,0
180684000,1,1,1,0,0,1,1,0,1,1,1,1,0
181188000,1,1,1,0,0,1,1,0,1,1,1,1,0
181692000,1,1,1,0,0,1,1,0,1,1,1,1,0
182196000,1,1,1,0,0,1,1,0,1,1,1,1,0
182700000,1,1,1,0,0,1,1,0,1,1,1,1,0
183204000,1,1,1,0,0,1,1,0,1,1,1,1,0
183708000,1,1,1,0,0,1,1,0,1,1,1,1,0
184212000,1,1,1,0,0,1,1,0,1,1,1,1,0
184716000,1,1,1,0,0,1,1,0,1,1,1,1,0
185220000,1,1,1,0,0,1,1,0,1,1,1,1,0
185724000,1,1,1,0,0,1,1,0,1,1,1,1,0
186228000,1,1,1,0,0,1,1,0,1,1,1,1,0
186732000,1,1,1,0,0,1,1,0,1,1,1,1,0
187236000,1,1,1,0,0,1,1,0,1,1,1,1,0
187740000,1,1,1,0,0,1,1,0,1,1,1,1,0
188244000,1,1,1,0,0,1,1,0,1,1,1,1,0
188748000,1,1,1,0,0,1,1,0,1,1,1,1,0
189248000,1,1,1,0,0,1,1,0,1,1,1,1,0
189752000,1,1,1,0,0,1,1,0,1,1,1,1,0
190256000,1,1,1,0,0,1,1,0,1,1,1,1,0
190760000,1,1,1,0,0,1,1,0,1,1,1,1,0
191264000,1,1,1,0,0,1,1,0,1,1,1,1,0
191768000,1,1,1,0,0,1,1,0,1,1,1,1,0
192272000,1,1,1,0,0,1,1,0,1,1,1,1,0
192776000,1,1,1,0,0,1,1,0,1,1,1,1,0
193280000,1,1,1,0,0,1,1,0,1,1,1,1,0
193784000,1,1,1,0,0,1,1,0,1,1,1,1,0
194288000,1,1,1,0,0,1,1,0,1,1,1,1,0
194792000,1,1,1,0,0,1,1,0,1,1,1,1,0
195296000,1,1,1,0,0,1,1,0,1,1,1,1,0
195800000,1,1,1,0,0,1,1,0,1,1,1,1,0
196304000,1,1,1,0,0,1,1,0,1,1,1,1,0
196808000,1,1,1,0,0,1,1,0,1,1,1,1,0
197312000,1,1,1,0,0,1,1,0,1,1,1,1,0
197816000,1,1,1,0,0,1,1,0,1,1,1,1,0
198320000,1,1,1,0,0,1,1,0,1,1,1,1,0
198824000,1,1,1,0,0,1,1,0,1,1,1,1,0
199328000,1,1,1,0,0,1,1,0,1,1,1,1,0
199832000,1,1,1,0,0,1,1,0,1,1,1,1,0
200336000,1,1,1,0,0,1,1,0,1,1,1,1,0
200840000,1,1,1,0,0,1,1,0,1,1,1,1,0
201344000,1,1,1,0,0,1,1,0,1,1,1,1,0
201848000,1,1,1,0,0,1,1,0,1,1,1,1,0
202352000,1,1,1,0,0,1,1,0,1,1,1,1,0
202856000,1,1,1,0,0,1,1,0,1,1,1,1,0
203360000,1,1,1,0,0,1,1,0,1,1,1,1,0
203864000,1,1,1,0,0,1,1,0,1,1,1,1,0
204368000,1,1,1,0,0,1,1,0,1,1,1,1,0
204872000,1,1,1,0,0,1,1,0,1,1,1,1,0
205376000,1,1,1,0,0,1,1,0,1,1,1,1,0
205880000,1,1,1,0,0,1,1,0,1,1,1,1,0
206384000,1,1,1,0,0,1,1,0,1,1,1,1,0
206888000,1,1,1,0,0,1,1,0,1,1,1,1,0
207392000,1,1,1,0,0,1,1,0,1,1,1,1,0
207896000,1,1,1,0,0,1,1,0,1,1,1,1,0
208400000,1,1,1,0,0,1,1,0,1,1,1,1,0
208904000,1,1,1,0,0,1,1,0,1,1,1,1,0
209408000,1,1,1,0,0,1,1,0,1,1,1,1,0
209912000,1,1,1,0,0,1,1,0,1,1,1,1,0
210416000,1,1,1,0,0,1,1,0,1,1,1,1,0
210920000,1,1,1,0,0,1,1,0,1,1,1,1,0
211424000,1,1,1,0,0,1,1,0,1,1,1,1,0
211928000,1,1,1,0,0,1,1,0,1,1,1,1,0
212432000,1,1,1,0,0,1,1,0,1,1,1,1,0
212936000,1,1,1,0,0,1,1,0,1,1,1,1,0
213440000,1,1,1,0,0,1,1,0,1,1,1,1,0
213944000,1,1,1,0,0,1,1,0,1,1,1,1,0
214448000,1,1,1,0,0,1,1,0,1,1,1,1,0
214952000,1,1,1,0,0,1,1,0,1,1,1,1,0
215456000,1,1,1,0,0,1,1,0,1,1,1,1,0
215960000,1,1,1,0,0,1,1,0,1,1,1,1,0
216464000,1,1,1,0,0,1,1,0,1,1,1,1,0
216968000,1,1,1,0,0,1,1,0,1,1,1,1,0
217472000,1,1,1,0,0,1,1,0,1,1,1,1,0
217976000,1,1,1,0,0,1,1,0,1,1,1,1,0
218480000,1,1,1,0,0,1,1,0,1,1,1,1,0
218984000,1,1,1,0,0,1,1,0,1,1,1,1,0
219488000,1,1,1,0,0,1,1,0,1,1,1,1,0
219992000,1,1,1,0,0,1,1,0,1,1,1,1,0
220496000,1,1,1,0,0,1,1,0,1,1,1,1,0
221000000,1,1,1,0,0,1,1,0,1,1,1,1,0
221504000,1,1,1,0,0,1,1,0,1,1,1,1,0
222008000,1,1,1,0,0,1,1,0,1,1,1,1,0
222512000,1,1,1,0,0,1,1,0,1,1,1,1,0
223020000,1,1,1,0,0,1,1,0,1,1,1,1,0
223524000,1,1,1,0,0,1,1,0,1,1,1,1,0
224028000,1,1,1,0,0,1,1,0,1,1,1,1,0
224536000,1,1,1,0,0,1,1,0,1,1,1,1,0
225040000,1,1,1,0,0,1,1,0,1,1,1,1,0
225544000,1,1,1,0,0,1,1,0,1,1,1,1,0
226048000,1,1,1,0,0,1,1,0,1,1,1,1,0
226556000,1,1,1,0,0,1,1,0,1,1,1,1,0
227060000,1,1,1,0,0,1,1,0,1,1,1,1,0
227564000,1,1,1,0,0,1,1,0,1,1,1,1,0
228068000,1,1,1,0,0,1,1,0,1,1,1,1,0
228572000,1,1,1,0,0,1,1,0,1,1,1,1,0
229076000,1,1,1,0,0,1,1,0,1,1,1,1,0
229580000,1,1,1,0,0,1,1,0,1,1,1,1,0
230084000,1,1,1,0,0,1,1,0,1,1,1,1,0
230588000,1,1,1,0,0,1,1,0,1,1,1,1,0
231092000,1,1,1,0,0,1,1,0,1,1,1,1,0
231596000,1,1,1,0,0,1,1,0,1,1,1,1,0
232100000,1,1,1,0,0,1,1,0,1,1,1,1,0
232604000,1,1,1,0,0,1,1,0,1,1,1,1,0
233108000,1,1,1,0,0,1,1,0,1,1,1,1,0
233612000,1,1,1,0,0,1,1,0,1,1,1,1,0
234116000,1,1,1,0,0,1,1,0,1,1,1,1,0
234392000,0,1,1,0,0,1,1,0,1,1,1,1,0
234896000,0,1,1,0,0,1,1,0,1,1,1,1,0
